Id,Model,Price,Age_08_04,KM,HP,CC,Doors,Cylinders,Quarterly_Tax,Weight,ABS,Airbag_1,Airbag_2,Airco,Automatic_airco,Boardcomputer,CD_Player,Central_Lock,Powered_Windows,Power_Steering,Radio,Mistlamps,Sport_Model,Backseat_Divider,Metallic_Rim,Radio_cassette,Parking_Assistant,Tow_Bar
1084,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,8950,79,138500,86,1300,5,4,69,1050,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1085,TOYOTA Corolla 2.0 D Linea Terra Liftback 4/5-Doors,7950,74,137741,90,2000,5,4,185,1135,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
1086,TOYOTA Corolla 2.0 D Linea Terra Liftback 4/5-Doors,9500,80,137178,90,2000,5,4,185,1135,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
1087,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,8600,76,134889,72,2000,3,4,185,1115,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
1088,TOYOTA Corolla 2.0 ST WGN LINEA TERRA DSL Stationwagen,5950,71,134660,72,2000,5,4,64,1135,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1089,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7750,73,134539,110,1600,5,4,85,1070,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1
1091,TOYOTA Corolla 2.0 DSL LIFTB LINEA LUNA 4/5-Doors,7950,79,131500,72,2000,5,4,185,1140,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0
1092,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6950,77,131307,110,1600,3,4,69,1050,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
1093,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7250,74,130025,110,1600,3,4,69,1050,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
1094,TOYOTA Corolla 1.3 LB LINEA TERRA 4/5-Doors,6500,78,130000,86,1300,5,4,19,1015,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1095,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7250,77,128960,110,1600,5,4,85,1070,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1
1096,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9250,80,128351,110,1600,5,4,85,1070,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0
1097,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,8250,73,128006,110,1600,3,4,69,1050,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
1098,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,7250,71,127159,72,2000,3,4,185,1115,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1099,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,5250,72,126478,110,1600,4,4,69,1035,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1100,TOYOTA Corolla 1.6 HB Terra 4/5-Doors,7900,77,126000,110,1600,5,4,69,1050,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1101,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6900,76,125778,110,1600,3,4,69,1050,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
1102,TOYOTA Corolla 1.6i-16 SPORTS TC 2/3-Doors,7900,75,125400,110,1600,3,4,69,1050,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1103,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,7250,74,124910,72,2000,5,4,185,1135,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
1104,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,8450,70,124743,110,1600,3,4,69,1050,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1
1105,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7950,76,124591,110,1600,5,4,85,1075,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0
1106,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7950,74,124057,110,1600,3,4,69,1050,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
1107,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6450,72,123403,110,1600,3,4,69,1050,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1
1108,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6650,75,123104,110,1600,5,4,85,1070,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
1109,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,74,123077,86,1300,3,4,69,1015,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
1110,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,7250,80,122820,86,1300,5,4,69,1040,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0
1111,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7450,77,122290,110,1600,3,4,69,1050,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1
1112,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7950,74,121900,110,1600,4,4,69,1035,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1
1113,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7250,77,121545,110,1600,5,4,85,1070,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1114,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,8250,71,120474,72,2000,3,4,185,1115,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
1115,TOYOTA Corolla 2.0 LB LINEA TERRA DSL 4/5-Doors,8950,76,120263,72,2000,5,4,64,1135,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1116,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7750,74,120196,110,1600,3,4,69,1050,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0
1117,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8500,71,120000,110,1600,5,4,85,1085,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0
1118,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7750,78,120000,110,1600,5,4,85,1075,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1
1119,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,5750,73,115877,110,1600,4,4,69,1035,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1120,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6900,76,115345,110,1600,5,4,85,1070,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1
1121,TOYOTA Corolla 1.6 HATCHBACK 2/3-Doors,6500,71,115157,110,1600,3,4,69,1050,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0
1122,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,6500,78,115000,107,1600,5,4,85,1100,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1
1123,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,7600,77,114258,86,1300,5,4,69,1050,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
1124,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,8950,73,112963,72,2000,5,4,185,1135,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1125,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7450,74,112307,110,1600,5,4,85,1070,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1
1126,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,7350,72,112000,86,1300,3,4,69,1015,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
1127,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,7750,73,111602,86,1300,3,4,69,1015,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0
1128,TOYOTA Corolla 1.6 Linea Terra / Keuze uit 700 occasions 2/3-Doors,7460,80,111392,110,1598,3,4,197,1083,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0
1129,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9250,76,110901,110,1600,5,4,85,1085,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0
1130,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,7250,80,110887,110,1600,3,4,85,1055,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0
1131,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,6500,72,110634,86,1300,3,4,69,1015,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0
1132,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,6800,80,110000,110,1600,4,4,69,1035,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1
1133,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8700,75,109540,110,1600,5,4,85,1085,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0
1134,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7500,78,109263,110,1600,5,4,85,1070,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1135,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7750,71,107516,110,1600,3,4,69,1050,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
1136,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7950,73,107108,110,1600,3,4,69,1050,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1
1137,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,75,107000,110,1600,3,4,69,1050,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0
1138,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6640,74,106250,110,1600,5,4,85,1070,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1139,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,8750,71,106150,86,1300,3,4,19,1015,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1140,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7750,72,106108,110,1600,3,4,69,1050,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
1141,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,5950,72,105856,86,1300,3,4,69,1015,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0
1142,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6750,77,105152,86,1300,3,4,69,1015,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
1143,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6500,80,105135,110,1600,3,4,69,1050,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1
1144,TOYOTA Corolla 1.6 3D Terra/Comf. 2/3-Doors,8750,76,104344,110,1600,3,4,69,1050,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0
1145,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7950,74,104150,110,1600,3,4,69,1050,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0
1146,TOYOTA Corolla 1.3 16V HATCHB 2/3-Doors,6750,74,104000,86,1300,3,4,69,1010,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1147,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,73,103121,86,1300,5,4,69,1035,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1148,TOYOTA Corolla 1.3 Linea Terra 3 drs 2/3-Doors,7950,80,102300,86,1300,3,4,69,1015,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1149,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA AUT4 4/5-Doors,8950,75,102005,107,1600,5,4,85,1105,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0
1150,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,77,102000,86,1300,3,4,69,1015,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1151,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6450,75,101855,110,1600,5,4,85,1070,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1
1152,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6900,74,101773,110,1600,3,4,69,1050,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
1153,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8450,75,101159,110,1600,5,4,85,1085,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0
1154,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,6750,74,101000,86,1300,3,4,19,1015,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1155,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA AUT3 4/5-Doors,8050,74,100732,86,1300,4,4,69,1030,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1156,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9500,79,100719,110,1600,5,4,85,1070,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0
1157,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7750,78,100487,110,1600,4,4,69,1035,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1158,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8500,80,100458,110,1600,5,4,85,1085,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1159,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7795,75,100192,110,1600,3,4,69,1050,0,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0
1160,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6490,80,100123,110,1600,3,4,69,1050,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0
1161,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7950,73,99971,110,1600,3,4,69,1050,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0
1162,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,6425,79,99397,86,1300,5,4,69,1035,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
1163,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8950,69,99374,86,1300,5,4,69,1035,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1164,TOYOTA Corolla 1.6 LB LINEA LUNA 4/5-Doors,6950,72,99245,110,1600,5,4,19,1114,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
1165,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8750,79,98742,110,1600,5,4,85,1085,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1166,TOYOTA Corolla 1.6 16V S-uitvoering 2/3-Doors,8450,71,98154,110,1600,3,4,69,1050,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0
1167,TOYOTA Corolla 1.6 16v Liftback Linea Terra 4/5-Doors,7950,77,98000,110,1600,5,4,19,1065,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1
1168,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,80,97548,86,1300,5,4,69,1035,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1169,TOYOTA Corolla 1.6 LINEA TERRA 4/5-Doors,8900,78,97534,110,1600,5,4,85,1070,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
1170,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8950,73,97494,110,1600,5,4,85,1085,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0
1171,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8900,73,97085,110,1600,5,4,85,1085,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1
1172,TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors,7950,69,97000,110,1600,4,4,69,1035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1173,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6495,74,96302,86,1300,3,4,69,1015,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
1174,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7250,78,96000,86,1300,3,4,69,1015,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
1175,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9250,74,96000,110,1600,5,4,85,1085,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
1176,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6650,78,95909,110,1600,5,4,85,1070,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
1177,TOYOTA Corolla 1.6 Terra Stationwagen,6990,79,95700,110,1600,5,4,85,1085,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1178,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7750,78,95651,110,1600,5,4,85,1070,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1
1179,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,6950,79,95000,86,1300,5,4,69,1035,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
1180,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7250,80,94447,110,1600,3,4,69,1050,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0
1181,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9950,80,94079,110,1600,5,4,85,1085,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1
1182,TOYOTA Corolla 1.6 Linea Terra Comfort 4/5-Doors,9250,80,93841,110,1600,5,4,85,1070,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1183,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7200,79,93090,86,1300,5,4,69,1035,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1
1184,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8250,72,93066,110,1600,5,4,85,1075,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1
1185,TOYOTA Corolla 1.6 16V HATCHB GTSI 2/3-Doors,8950,79,93039,110,1600,3,4,69,1050,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0
1186,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8250,77,93000,110,1600,5,4,85,1075,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1
1187,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6250,80,92830,86,1300,3,4,69,1015,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1189,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA AUT4 4/5-Doors,9900,80,92255,107,1600,5,4,85,1105,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
1190,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7300,80,92096,86,1300,5,4,69,1035,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1191,TOYOTA Corolla 1.3 Linea Luna Hatchback 2/3-Doors,8950,72,91921,86,1300,3,4,69,1020,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1192,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,6500,70,91900,86,1300,3,4,69,1015,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0
1193,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7950,78,91399,110,1600,5,4,85,1070,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1
1194,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7450,75,91082,110,1600,3,4,69,1050,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1195,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,71,90370,86,1300,5,4,69,1035,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0
1196,TOYOTA Corolla 1.3i-16v Linea Terra 5d 4/5-Doors,8500,78,90345,86,1300,5,4,69,1035,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
1197,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6950,77,90305,86,1300,3,4,69,1015,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
1198,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,7950,78,90011,86,1300,3,4,69,1045,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
1199,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6750,77,90000,86,1300,3,4,69,1015,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0
1200,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,8450,70,89983,110,1600,3,4,85,1055,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0
1201,TOYOTA Corolla 1.6 LB LINEA TERRA 4/5-Doors,7500,78,89953,110,1600,5,4,19,1114,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1202,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,8750,74,89800,72,2000,3,4,185,1115,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0
1203,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8750,79,89739,86,1300,5,4,69,1035,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1204,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,76,89520,110,1600,3,4,69,1050,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1205,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7450,75,89507,86,1300,3,4,69,1015,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
1206,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9200,69,89096,110,1600,5,4,85,1085,1,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0
1207,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,74,88700,110,1600,3,4,69,1050,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
1208,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7850,72,88500,110,1600,5,4,85,1075,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1
1209,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,6950,73,88186,72,2000,3,4,185,1115,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1210,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7200,75,88000,110,1600,3,4,69,1050,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1
1211,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,7450,78,87743,110,1600,3,4,85,1055,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0
1212,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6750,75,87613,86,1300,3,4,69,1015,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
1213,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7500,73,87358,110,1600,3,4,69,1050,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0
1214,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7450,72,87083,110,1600,4,4,69,1035,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1
1215,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7950,70,87000,110,1600,4,4,69,1035,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1216,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7250,78,87000,110,1600,4,4,69,1035,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1217,TOYOTA Corolla 1.3 3D Linea Terra 2/3-Doors,7950,73,87000,86,1300,3,4,69,1015,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
1218,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8250,80,87000,86,1300,3,4,69,1015,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1
1219,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8250,72,86860,110,1600,5,4,85,1075,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0
1220,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,6750,80,86109,110,1600,3,4,85,1055,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1
1221,TOYOTA Corolla 1.3 16V LB Linea Luna 4/5-Doors,8750,79,86000,86,1300,5,4,69,1040,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
1222,TOYOTA Corolla 1.6 HB LINEA LUNA 2/3-Doors,8950,80,86000,110,1600,3,4,19,1050,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0
1223,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,8500,70,85864,72,2000,5,4,185,1135,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1
1224,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8250,80,85565,110,1600,5,4,85,1070,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1
1225,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors,9450,70,85470,107,1600,3,4,85,1080,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1
